Stimulus,ELP_N_morphs,Crowdsourced_Mean_Morpheme_Count,Crowdsourced_Raw_SD,Crowdsourced_Raw_Median,Crowdsourced_Min,Crowdsourced_Max,Crowdsourced_N,BLUP_Adjusted_Moprheme_Count,BLUP_Adjustment,Transparencey_Measures: ,Signed_Discrepancy_BLUP_minus_ELP,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation,BLUP_Rounded,Item_Rest_Cor,Item_Rest_N
deport,2.00,1.92,0.29,2.00,1.00,2.00,12.00,2.06,-0.64,,0.06,0.06,0.94,0.00,0.06,2.00,-0.32,12.00
disbelief,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.20,-0.50,,0.20,0.20,0.83,0.00,0.20,2.00,0.50,11.00
dizzier,2.00,2.00,0.43,2.00,1.00,3.00,12.00,2.00,-0.70,,0.00,0.00,1.00,0.00,0.00,2.00,0.68,12.00
doctoral,2.00,2.25,0.46,2.00,2.00,3.00,8.00,2.27,-0.43,,0.27,0.27,0.78,0.00,0.27,2.00,0.73,8.00
dumper,2.00,2.00,0.00,2.00,2.00,2.00,11.00,2.17,-0.54,,0.17,0.17,0.86,0.00,0.17,2.00,,11.00
duster,2.00,2.00,0.00,2.00,2.00,2.00,11.00,1.94,-0.76,,-0.06,0.06,0.94,0.06,0.00,2.00,,11.00
encircle,2.00,2.42,0.51,2.00,2.00,3.00,12.00,2.29,-0.42,,0.29,0.29,0.78,0.00,0.29,2.00,0.64,12.00
expertly,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.24,-0.47,,0.24,0.24,0.81,0.00,0.24,2.00,0.37,11.00
fanciful,2.00,2.42,0.51,2.00,2.00,3.00,12.00,2.37,-0.34,,0.37,0.37,0.73,0.00,0.37,2.00,0.44,12.00
fashionable,2.00,2.36,0.67,2.00,2.00,4.00,11.00,2.55,-0.16,,0.55,0.55,0.65,0.00,0.55,3.00,0.62,11.00
featureless,2.00,2.36,0.50,2.00,2.00,3.00,11.00,2.39,-0.31,,0.39,0.39,0.72,0.00,0.39,2.00,0.60,11.00
fidgety,2.00,2.07,0.46,2.00,1.00,3.00,15.00,2.12,-0.59,,0.12,0.12,0.90,0.00,0.12,2.00,0.85,15.00
financier,2.00,2.50,0.76,2.50,1.00,4.00,14.00,2.47,-0.24,,0.47,0.47,0.68,0.00,0.47,2.00,0.72,14.00
fondest,2.00,1.90,0.32,2.00,1.00,2.00,10.00,2.12,-0.59,,0.12,0.12,0.89,0.00,0.12,2.00,0.85,10.00
foolish,2.00,2.00,0.00,2.00,2.00,2.00,13.00,2.13,-0.57,,0.13,0.13,0.88,0.00,0.13,2.00,,13.00
forerunner,3.00,2.70,0.48,3.00,2.00,3.00,10.00,2.95,0.25,,-0.05,0.05,0.95,0.05,0.00,3.00,0.55,10.00
formerly,2.00,2.60,0.52,3.00,2.00,3.00,10.00,2.62,-0.08,,0.62,0.62,0.62,0.00,0.62,3.00,0.31,10.00
frontally,3.00,2.45,0.52,2.00,2.00,3.00,11.00,2.39,-0.32,,-0.61,0.61,0.62,0.61,0.00,2.00,0.27,11.00
funkier,3.00,2.30,0.67,2.00,1.00,3.00,10.00,2.36,-0.35,,-0.64,0.64,0.61,0.64,0.00,2.00,0.79,10.00
fuzziness,3.00,2.60,0.70,2.50,2.00,4.00,10.00,2.58,-0.12,,-0.42,0.42,0.71,0.42,0.00,3.00,0.74,10.00
gardener,2.00,2.25,0.45,2.00,2.00,3.00,12.00,2.23,-0.47,,0.23,0.23,0.81,0.00,0.23,2.00,0.72,12.00
greater,2.00,2.22,0.67,2.00,2.00,4.00,9.00,2.20,-0.51,,0.20,0.20,0.84,0.00,0.20,2.00,-0.48,9.00
icily,3.00,2.18,0.75,2.00,1.00,3.00,11.00,2.24,-0.47,,-0.76,0.76,0.57,0.76,0.00,2.00,0.60,11.00
inaudible,3.00,2.75,0.62,3.00,2.00,4.00,12.00,2.65,-0.05,,-0.35,0.35,0.74,0.35,0.00,3.00,0.32,12.00
instruction,3.00,2.58,0.51,3.00,2.00,3.00,12.00,2.55,-0.16,,-0.45,0.45,0.69,0.45,0.00,3.00,0.74,12.00
intercourse,2.00,2.25,0.75,2.00,1.00,4.00,12.00,2.24,-0.46,,0.24,0.24,0.80,0.00,0.24,2.00,0.54,12.00
jazzy,2.00,1.75,0.45,2.00,1.00,2.00,12.00,1.81,-0.90,,-0.19,0.19,0.84,0.19,0.00,2.00,0.50,12.00
jollier,3.00,1.90,0.32,2.00,1.00,2.00,10.00,2.14,-0.57,,-0.86,0.86,0.54,0.86,0.00,2.00,0.91,10.00
lactation,2.00,2.18,0.60,2.00,1.00,3.00,11.00,2.24,-0.47,,0.24,0.24,0.81,0.00,0.24,2.00,0.62,11.00
larger,2.00,2.00,0.00,2.00,2.00,2.00,11.00,1.91,-0.80,,-0.09,0.09,0.91,0.09,0.00,2.00,,11.00
leafless,2.00,2.00,0.00,2.00,2.00,2.00,10.00,2.06,-0.65,,0.06,0.06,0.95,0.00,0.06,2.00,,10.00
legalize,2.00,2.10,0.32,2.00,2.00,3.00,10.00,2.11,-0.59,,0.11,0.11,0.90,0.00,0.11,2.00,0.41,10.00
malicious,2.00,2.00,0.60,2.00,1.00,3.00,12.00,2.05,-0.66,,0.05,0.05,0.95,0.00,0.05,2.00,0.46,12.00
markers,3.00,2.36,0.50,2.00,2.00,3.00,14.00,2.40,-0.30,,-0.60,0.60,0.63,0.60,0.00,2.00,0.18,14.00
mergers,3.00,2.33,0.49,2.00,2.00,3.00,12.00,2.35,-0.35,,-0.65,0.65,0.61,0.65,0.00,2.00,0.53,12.00
mountainous,2.00,2.18,0.40,2.00,2.00,3.00,11.00,2.18,-0.52,,0.18,0.18,0.85,0.00,0.18,2.00,0.77,11.00
oldish,2.00,2.00,0.00,2.00,2.00,2.00,11.00,2.03,-0.67,,0.03,0.03,0.97,0.00,0.03,2.00,,11.00
outvoting,3.00,2.67,0.49,3.00,2.00,3.00,12.00,2.76,0.06,,-0.24,0.24,0.81,0.24,0.00,3.00,0.62,12.00
oversee,2.00,2.00,0.43,2.00,1.00,3.00,12.00,2.07,-0.64,,0.07,0.07,0.94,0.00,0.07,2.00,0.88,12.00
oversell,2.00,2.00,0.00,2.00,2.00,2.00,13.00,2.16,-0.55,,0.16,0.16,0.87,0.00,0.16,2.00,,13.00
pollution,2.00,2.18,0.40,2.00,2.00,3.00,11.00,2.26,-0.44,,0.26,0.26,0.79,0.00,0.26,2.00,0.72,11.00
poorness,2.00,2.00,0.47,2.00,1.00,3.00,10.00,2.21,-0.49,,0.21,0.21,0.83,0.00,0.21,2.00,0.88,10.00
populated,3.00,2.50,0.97,2.00,1.00,4.00,10.00,2.72,0.01,,-0.28,0.28,0.78,0.28,0.00,3.00,0.67,10.00
potency,2.00,2.08,0.29,2.00,2.00,3.00,12.00,2.18,-0.53,,0.18,0.18,0.85,0.00,0.18,2.00,0.26,12.00
preserve,2.00,1.90,0.57,2.00,1.00,3.00,10.00,1.87,-0.83,,-0.13,0.13,0.89,0.13,0.00,2.00,0.24,10.00
prowler,2.00,2.00,0.45,2.00,1.00,3.00,11.00,2.10,-0.61,,0.10,0.10,0.91,0.00,0.10,2.00,0.07,11.00
radiator,3.00,2.33,1.00,2.00,1.00,4.00,9.00,2.41,-0.30,,-0.59,0.59,0.63,0.59,0.00,2.00,0.79,9.00
rebound,2.00,2.10,0.32,2.00,2.00,3.00,10.00,2.13,-0.57,,0.13,0.13,0.88,0.00,0.13,2.00,-0.24,10.00
rededicate,2.00,3.00,0.67,3.00,2.00,4.00,10.00,2.91,0.20,,0.91,0.91,0.52,0.00,0.91,3.00,0.68,10.00
refinance,2.00,2.46,0.52,2.00,2.00,3.00,13.00,2.43,-0.28,,0.43,0.43,0.70,0.00,0.43,2.00,0.47,13.00
restful,2.00,2.00,0.00,2.00,2.00,2.00,12.00,2.13,-0.57,,0.13,0.13,0.88,0.00,0.13,2.00,,12.00
ridiculousness,3.00,3.00,1.00,3.00,2.00,5.00,11.00,2.93,0.22,,-0.07,0.07,0.93,0.07,0.00,3.00,0.58,11.00
riotous,2.00,1.92,0.29,2.00,1.00,2.00,12.00,1.91,-0.79,,-0.09,0.09,0.92,0.09,0.00,2.00,0.51,12.00
riskiness,3.00,2.36,0.50,2.00,2.00,3.00,11.00,2.50,-0.20,,-0.50,0.50,0.67,0.50,0.00,3.00,0.55,11.00
safeness,2.00,2.00,0.00,2.00,2.00,2.00,10.00,1.98,-0.72,,-0.02,0.02,0.98,0.02,0.00,2.00,,10.00
scenery,2.00,2.00,0.60,2.00,1.00,3.00,12.00,2.11,-0.59,,0.11,0.11,0.90,0.00,0.11,2.00,0.29,12.00
sculptures,3.00,2.33,0.65,2.00,1.00,3.00,12.00,2.48,-0.22,,-0.52,0.52,0.66,0.52,0.00,2.00,0.70,12.00
sequentially,4.00,2.90,1.20,3.00,1.00,5.00,10.00,2.76,0.06,,-1.24,1.24,0.45,1.24,0.00,3.00,0.93,10.00
sewerage,3.00,2.09,0.30,2.00,2.00,3.00,11.00,2.10,-0.60,,-0.90,0.90,0.53,0.90,0.00,2.00,0.30,11.00
shakiness,3.00,2.58,0.67,3.00,1.00,3.00,12.00,2.66,-0.05,,-0.34,0.34,0.75,0.34,0.00,3.00,0.57,12.00
slightly,2.00,2.20,0.42,2.00,2.00,3.00,10.00,2.27,-0.44,,0.27,0.27,0.79,0.00,0.27,2.00,0.42,10.00
smudgy,2.00,1.92,0.29,2.00,1.00,2.00,12.00,2.07,-0.64,,0.07,0.07,0.94,0.00,0.07,2.00,0.33,12.00
snapper,2.00,1.92,0.51,2.00,1.00,3.00,12.00,1.98,-0.72,,-0.02,0.02,0.98,0.02,0.00,2.00,0.27,12.00
socialiser,4.00,3.09,0.54,3.00,2.00,4.00,11.00,3.09,0.39,,-0.91,0.91,0.52,0.91,0.00,3.00,0.03,11.00
socialize,3.00,2.25,0.62,2.00,1.00,3.00,12.00,2.13,-0.57,,-0.87,0.87,0.54,0.87,0.00,2.00,0.35,12.00
stiffen,2.00,2.00,0.00,2.00,2.00,2.00,11.00,1.99,-0.71,,-0.01,0.01,0.99,0.01,0.00,2.00,,11.00
teeniest,3.00,2.00,0.71,2.00,1.00,3.00,9.00,2.22,-0.48,,-0.78,0.78,0.56,0.78,0.00,2.00,0.56,9.00
toaster,2.00,1.92,0.29,2.00,1.00,2.00,12.00,1.92,-0.79,,-0.08,0.08,0.93,0.08,0.00,2.00,0.35,12.00
topmost,2.00,2.00,0.00,2.00,2.00,2.00,9.00,1.98,-0.73,,-0.02,0.02,0.98,0.02,0.00,2.00,,9.00
torturer,2.00,2.33,0.49,2.00,2.00,3.00,12.00,2.37,-0.34,,0.37,0.37,0.73,0.00,0.37,2.00,0.61,12.00
tranquillize,2.00,2.42,0.67,2.00,2.00,4.00,12.00,2.38,-0.33,,0.38,0.38,0.73,0.00,0.38,2.00,0.29,12.00
transfix,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.20,-0.51,,0.20,0.20,0.83,0.00,0.20,2.00,0.41,11.00
tutorials,3.00,2.67,0.71,3.00,2.00,4.00,9.00,2.53,-0.17,,-0.47,0.47,0.68,0.47,0.00,3.00,0.89,9.00
uncertain,2.00,2.36,0.50,2.00,2.00,3.00,11.00,2.41,-0.30,,0.41,0.41,0.71,0.00,0.41,2.00,0.44,11.00
underfloor,2.00,2.27,0.47,2.00,2.00,3.00,11.00,2.31,-0.40,,0.31,0.31,0.76,0.00,0.31,2.00,0.33,11.00
unionise,2.00,2.45,0.69,2.00,2.00,4.00,11.00,2.41,-0.30,,0.41,0.41,0.71,0.00,0.41,2.00,0.34,11.00
unnerve,2.00,2.00,0.00,2.00,2.00,2.00,12.00,2.07,-0.63,,0.07,0.07,0.93,0.00,0.07,2.00,,12.00
untruth,2.00,2.08,0.29,2.00,2.00,3.00,12.00,2.05,-0.65,,0.05,0.05,0.95,0.00,0.05,2.00,0.36,12.00
upset,2.00,1.83,0.39,2.00,1.00,2.00,12.00,1.99,-0.71,,-0.01,0.01,0.99,0.01,0.00,2.00,-0.03,12.00
warmest,2.00,2.00,0.00,2.00,2.00,2.00,11.00,2.14,-0.57,,0.14,0.14,0.88,0.00,0.14,2.00,,11.00
wildly,2.00,2.00,0.00,2.00,2.00,2.00,10.00,2.03,-0.67,,0.03,0.03,0.97,0.00,0.03,2.00,,10.00
wooden,2.00,2.09,0.30,2.00,2.00,3.00,11.00,2.26,-0.45,,0.26,0.26,0.80,0.00,0.26,2.00,0.80,11.00
written,2.00,1.90,0.32,2.00,1.00,2.00,10.00,1.96,-0.75,,-0.04,0.04,0.96,0.04,0.00,2.00,0.14,10.00
abbreviates,4.00,2.30,0.67,2.00,1.00,3.00,10.00,2.43,-0.27,,-1.57,1.57,0.39,1.57,0.00,2.00,0.84,10.00
abducting,3.00,2.44,0.53,2.00,2.00,3.00,9.00,2.51,-0.19,,-0.49,0.49,0.67,0.49,0.00,3.00,0.79,9.00
accession,3.00,2.30,0.95,2.00,1.00,4.00,10.00,2.34,-0.37,,-0.66,0.66,0.60,0.66,0.00,2.00,0.62,10.00
actuality,3.00,2.83,0.94,3.00,2.00,5.00,12.00,2.78,0.07,,-0.22,0.22,0.82,0.22,0.00,3.00,0.86,12.00
agonising,3.00,3.00,0.89,3.00,1.00,4.00,11.00,2.88,0.17,,-0.12,0.12,0.89,0.12,0.00,3.00,0.83,11.00
alleviation,3.00,3.18,0.98,3.00,2.00,5.00,11.00,3.06,0.35,,0.06,0.06,0.95,0.00,0.06,3.00,0.42,11.00
altercation,2.00,2.55,0.69,2.00,2.00,4.00,11.00,2.66,-0.05,,0.66,0.66,0.60,0.00,0.66,3.00,0.84,11.00
anecdotal,2.00,2.31,0.63,2.00,1.00,3.00,13.00,2.38,-0.33,,0.38,0.38,0.73,0.00,0.38,2.00,0.29,13.00
antimetaphorical,4.00,3.91,1.04,4.00,2.00,5.00,11.00,3.78,1.08,,-0.22,0.22,0.82,0.22,0.00,4.00,0.56,11.00
antithesis,3.00,2.64,0.81,2.00,2.00,4.00,11.00,2.65,-0.05,,-0.35,0.35,0.74,0.35,0.00,3.00,0.73,11.00
apologies,3.00,2.70,0.67,3.00,2.00,4.00,10.00,2.62,-0.09,,-0.38,0.38,0.72,0.38,0.00,3.00,0.34,10.00
arbitration,3.00,2.80,0.79,3.00,2.00,4.00,10.00,2.81,0.11,,-0.19,0.19,0.84,0.19,0.00,3.00,0.65,10.00
arises,3.00,2.50,0.53,2.50,2.00,3.00,10.00,2.51,-0.19,,-0.49,0.49,0.67,0.49,0.00,3.00,0.72,10.00
awakening,4.00,2.92,0.64,3.00,2.00,4.00,13.00,2.94,0.23,,-1.06,1.06,0.49,1.06,0.00,3.00,0.70,13.00
bigotry,2.00,2.55,0.52,3.00,2.00,3.00,11.00,2.39,-0.31,,0.39,0.39,0.72,0.00,0.39,2.00,0.69,11.00
binocular,3.00,2.42,0.67,2.50,1.00,3.00,12.00,2.56,-0.14,,-0.44,0.44,0.70,0.44,0.00,3.00,0.85,12.00
bucketfuls,3.00,2.91,0.30,3.00,2.00,3.00,11.00,2.98,0.28,,-0.02,0.02,0.98,0.02,0.00,3.00,0.60,11.00
certainties,3.00,2.92,0.51,3.00,2.00,4.00,12.00,2.95,0.24,,-0.05,0.05,0.95,0.05,0.00,3.00,0.58,12.00
circumstantial,3.00,2.82,0.75,3.00,2.00,4.00,11.00,2.89,0.18,,-0.11,0.11,0.90,0.11,0.00,3.00,0.48,11.00
citation,2.00,2.22,0.67,2.00,1.00,3.00,9.00,2.29,-0.41,,0.29,0.29,0.77,0.00,0.29,2.00,0.59,9.00
cohesion,3.00,2.50,0.52,2.50,2.00,3.00,12.00,2.47,-0.23,,-0.53,0.53,0.66,0.53,0.00,2.00,0.63,12.00
conservatives,4.00,3.18,0.75,3.00,2.00,4.00,11.00,3.27,0.56,,-0.73,0.73,0.58,0.73,0.00,3.00,0.34,11.00
controversial,3.00,3.20,0.92,3.00,1.00,4.00,10.00,3.00,0.29,,0.00,0.00,1.00,0.00,0.00,3.00,0.82,10.00
convertibles,4.00,3.27,1.10,3.00,1.00,5.00,11.00,3.29,0.58,,-0.71,0.71,0.58,0.71,0.00,3.00,0.85,11.00
copiers,3.00,2.64,0.92,3.00,1.00,4.00,11.00,2.61,-0.09,,-0.39,0.39,0.72,0.39,0.00,3.00,0.70,11.00
coproducer,3.00,3.08,0.49,3.00,2.00,4.00,13.00,3.03,0.32,,0.03,0.03,0.97,0.00,0.03,3.00,0.68,13.00
craftier,3.00,2.33,0.49,2.00,2.00,3.00,12.00,2.37,-0.34,,-0.63,0.63,0.61,0.63,0.00,2.00,0.21,12.00
cuddlier,3.00,2.27,0.47,2.00,2.00,3.00,11.00,2.39,-0.31,,-0.61,0.61,0.62,0.61,0.00,2.00,0.44,11.00
cuddliest,3.00,2.45,0.52,2.00,2.00,3.00,11.00,2.47,-0.23,,-0.53,0.53,0.65,0.53,0.00,2.00,0.64,11.00
deformed,3.00,2.90,0.32,3.00,2.00,3.00,10.00,2.92,0.21,,-0.08,0.08,0.92,0.08,0.00,3.00,-0.12,10.00
delegitimise,3.00,3.08,0.64,3.00,2.00,4.00,13.00,3.08,0.37,,0.08,0.08,0.93,0.00,0.08,3.00,0.51,13.00
demagnetize,3.00,3.08,0.49,3.00,2.00,4.00,13.00,3.00,0.29,,0.00,0.00,1.00,0.00,0.00,3.00,0.49,13.00
depends,3.00,2.50,0.52,2.50,2.00,3.00,12.00,2.56,-0.15,,-0.44,0.44,0.69,0.44,0.00,3.00,-0.25,12.00
depopulation,4.00,3.33,0.71,3.00,3.00,5.00,9.00,3.31,0.61,,-0.69,0.69,0.59,0.69,0.00,3.00,0.87,9.00
depressive,3.00,2.18,0.87,2.00,1.00,3.00,11.00,2.37,-0.34,,-0.63,0.63,0.61,0.63,0.00,2.00,0.71,11.00
desperately,2.00,2.67,0.87,2.00,2.00,4.00,9.00,2.71,0.01,,0.71,0.71,0.58,0.00,0.71,3.00,0.60,9.00
developers,3.00,3.08,0.51,3.00,2.00,4.00,12.00,2.98,0.28,,-0.02,0.02,0.98,0.02,0.00,3.00,0.24,12.00
dippers,3.00,2.82,0.60,3.00,2.00,4.00,11.00,2.75,0.05,,-0.25,0.25,0.80,0.25,0.00,3.00,-0.20,11.00
disobedience,3.00,2.85,0.55,3.00,2.00,4.00,13.00,2.91,0.21,,-0.09,0.09,0.92,0.09,0.00,3.00,0.78,13.00
downhearted,3.00,3.00,0.50,3.00,2.00,4.00,9.00,2.97,0.26,,-0.03,0.03,0.97,0.03,0.00,3.00,0.69,9.00
droplets,3.00,2.82,0.40,3.00,2.00,3.00,11.00,2.72,0.02,,-0.28,0.28,0.78,0.28,0.00,3.00,0.41,11.00
elevation,2.00,2.73,0.90,3.00,1.00,4.00,11.00,2.75,0.05,,0.75,0.75,0.57,0.00,0.75,3.00,0.85,11.00
enlivens,4.00,3.09,0.54,3.00,2.00,4.00,11.00,3.08,0.38,,-0.92,0.92,0.52,0.92,0.00,3.00,-0.17,11.00
entailing,3.00,2.83,0.39,3.00,2.00,3.00,12.00,2.64,-0.06,,-0.36,0.36,0.74,0.36,0.00,3.00,0.76,12.00
entitling,3.00,2.64,0.50,3.00,2.00,3.00,11.00,2.85,0.14,,-0.15,0.15,0.87,0.15,0.00,3.00,0.37,11.00
entrenched,3.00,2.85,0.38,3.00,2.00,3.00,13.00,2.72,0.01,,-0.28,0.28,0.78,0.28,0.00,3.00,0.54,13.00
envisioned,4.00,3.18,0.60,3.00,2.00,4.00,11.00,3.09,0.38,,-0.91,0.91,0.52,0.91,0.00,3.00,0.88,11.00
epicenter,2.00,2.40,0.84,2.00,1.00,4.00,10.00,2.58,-0.12,,0.58,0.58,0.63,0.00,0.58,3.00,0.83,10.00
expedition,4.00,2.91,0.83,3.00,2.00,4.00,11.00,2.81,0.11,,-1.19,1.19,0.46,1.19,0.00,3.00,0.73,11.00
factorized,4.00,3.09,0.54,3.00,2.00,4.00,11.00,3.03,0.32,,-0.97,0.97,0.51,0.97,0.00,3.00,0.38,11.00
flabbier,3.00,2.67,0.50,3.00,2.00,3.00,9.00,2.66,-0.05,,-0.34,0.34,0.74,0.34,0.00,3.00,0.53,9.00
flattened,3.00,2.64,0.50,3.00,2.00,3.00,11.00,2.77,0.06,,-0.23,0.23,0.81,0.23,0.00,3.00,0.47,11.00
floppiness,3.00,2.92,0.29,3.00,2.00,3.00,12.00,2.73,0.02,,-0.27,0.27,0.79,0.27,0.00,3.00,0.51,12.00
forebears,3.00,2.67,0.49,3.00,2.00,3.00,12.00,2.66,-0.04,,-0.34,0.34,0.75,0.34,0.00,3.00,0.35,12.00
foreclosing,3.00,2.75,0.45,3.00,2.00,3.00,12.00,2.76,0.05,,-0.24,0.24,0.81,0.24,0.00,3.00,0.54,12.00
foretells,3.00,2.67,0.49,3.00,2.00,3.00,12.00,2.60,-0.10,,-0.40,0.40,0.72,0.40,0.00,3.00,0.14,12.00
fraudulent,2.00,2.67,0.49,3.00,2.00,3.00,12.00,2.66,-0.04,,0.66,0.66,0.60,0.00,0.66,3.00,0.30,12.00
freshers,3.00,2.42,0.79,3.00,1.00,3.00,12.00,2.53,-0.17,,-0.47,0.47,0.68,0.47,0.00,3.00,0.64,12.00
fussier,3.00,2.09,0.70,2.00,1.00,3.00,11.00,2.33,-0.37,,-0.67,0.67,0.60,0.67,0.00,2.00,0.73,11.00
governments,3.00,2.42,0.67,2.50,1.00,3.00,12.00,2.60,-0.10,,-0.40,0.40,0.72,0.40,0.00,3.00,0.69,12.00
historian,3.00,2.09,0.54,2.00,1.00,3.00,11.00,2.11,-0.59,,-0.89,0.89,0.53,0.89,0.00,2.00,0.20,11.00
hypnotizing,3.00,2.82,0.60,3.00,2.00,4.00,11.00,2.81,0.10,,-0.19,0.19,0.84,0.19,0.00,3.00,0.66,11.00
identifiably,4.00,3.17,0.58,3.00,2.00,4.00,12.00,3.06,0.36,,-0.94,0.94,0.52,0.94,0.00,3.00,0.69,12.00
illuminating,4.00,2.67,1.00,3.00,1.00,4.00,9.00,2.69,-0.01,,-1.31,1.31,0.43,1.31,0.00,3.00,0.76,9.00
immensely,2.00,2.64,0.67,3.00,2.00,4.00,11.00,2.64,-0.07,,0.64,0.64,0.61,0.00,0.64,3.00,0.79,11.00
imperfection,4.00,3.00,0.45,3.00,2.00,4.00,11.00,2.98,0.27,,-1.02,1.02,0.49,1.02,0.00,3.00,0.53,11.00
incidence,2.00,2.36,0.67,2.00,1.00,3.00,11.00,2.43,-0.28,,0.43,0.43,0.70,0.00,0.43,2.00,0.36,11.00
inclining,3.00,2.60,0.52,3.00,2.00,3.00,10.00,2.78,0.07,,-0.22,0.22,0.82,0.22,0.00,3.00,0.56,10.00
indecency,3.00,3.00,0.63,3.00,2.00,4.00,11.00,2.98,0.27,,-0.02,0.02,0.98,0.02,0.00,3.00,0.84,11.00
inferiority,2.00,2.91,1.14,3.00,2.00,6.00,11.00,2.88,0.18,,0.88,0.88,0.53,0.00,0.88,3.00,0.90,11.00
inhaling,3.00,2.56,0.53,3.00,2.00,3.00,9.00,2.55,-0.15,,-0.45,0.45,0.69,0.45,0.00,3.00,0.75,9.00
intensively,3.00,3.40,0.70,3.50,2.00,4.00,10.00,3.27,0.56,,0.27,0.27,0.79,0.00,0.27,3.00,0.50,10.00
interpretive,2.00,3.00,0.60,3.00,2.00,4.00,12.00,2.96,0.25,,0.96,0.96,0.51,0.00,0.96,3.00,0.74,12.00
interracially,4.00,3.25,0.45,3.00,3.00,4.00,12.00,3.23,0.52,,-0.77,0.77,0.56,0.77,0.00,3.00,0.41,12.00
intertwined,3.00,3.00,0.67,3.00,2.00,4.00,10.00,3.00,0.30,,0.00,0.00,1.00,0.00,0.00,3.00,0.87,10.00
joblessness,3.00,3.08,0.29,3.00,3.00,4.00,12.00,2.98,0.28,,-0.02,0.02,0.98,0.02,0.00,3.00,-0.05,12.00
kilocalories,3.00,3.55,0.82,3.00,3.00,5.00,11.00,3.43,0.72,,0.43,0.43,0.70,0.00,0.43,3.00,0.83,11.00
leftists,3.00,2.70,0.48,3.00,2.00,3.00,10.00,2.67,-0.03,,-0.33,0.33,0.75,0.33,0.00,3.00,0.61,10.00
librarianship,3.00,2.91,0.70,3.00,2.00,4.00,11.00,2.79,0.09,,-0.21,0.21,0.83,0.21,0.00,3.00,0.52,11.00
marketability,3.00,2.83,1.27,3.00,1.00,6.00,12.00,3.04,0.33,,0.04,0.04,0.96,0.00,0.04,3.00,0.84,12.00
mercifulness,3.00,3.27,0.47,3.00,3.00,4.00,11.00,3.24,0.53,,0.24,0.24,0.81,0.00,0.24,3.00,0.67,11.00
mercilessly,3.00,3.33,0.65,3.00,3.00,5.00,12.00,3.34,0.64,,0.34,0.34,0.75,0.00,0.34,3.00,0.67,12.00
metropolitan,2.00,2.45,0.52,2.00,2.00,3.00,11.00,2.58,-0.12,,0.58,0.58,0.63,0.00,0.58,3.00,0.79,11.00
misfortunes,3.00,2.75,0.62,3.00,2.00,4.00,12.00,2.90,0.19,,-0.10,0.10,0.91,0.10,0.00,3.00,0.89,12.00
misreads,3.00,2.82,0.40,3.00,2.00,3.00,11.00,2.87,0.16,,-0.13,0.13,0.88,0.13,0.00,3.00,0.53,11.00
modulated,3.00,2.64,0.81,2.00,2.00,4.00,11.00,2.72,0.02,,-0.28,0.28,0.78,0.28,0.00,3.00,0.85,11.00
naturalizes,4.00,3.36,0.81,3.00,2.00,5.00,11.00,3.21,0.50,,-0.79,0.79,0.56,0.79,0.00,3.00,0.51,11.00
needlessly,3.00,3.00,0.00,3.00,3.00,3.00,12.00,2.92,0.21,,-0.08,0.08,0.92,0.08,0.00,3.00,,12.00
nominating,3.00,2.64,0.50,3.00,2.00,3.00,11.00,2.74,0.04,,-0.26,0.26,0.80,0.26,0.00,3.00,0.11,11.00
nonpracticing,3.00,3.00,0.50,3.00,2.00,4.00,9.00,3.00,0.29,,0.00,0.00,1.00,0.00,0.00,3.00,0.64,9.00
nonsmoker,3.00,2.80,0.42,3.00,2.00,3.00,10.00,2.78,0.08,,-0.22,0.22,0.82,0.22,0.00,3.00,0.70,10.00
normalising,4.00,2.83,0.72,3.00,1.00,4.00,12.00,2.89,0.18,,-1.11,1.11,0.47,1.11,0.00,3.00,0.80,12.00
northerly,3.00,2.70,0.48,3.00,2.00,3.00,10.00,2.52,-0.18,,-0.48,0.48,0.68,0.48,0.00,3.00,0.59,10.00
outgoings,4.00,2.91,0.54,3.00,2.00,4.00,11.00,3.07,0.37,,-0.93,0.93,0.52,0.93,0.00,3.00,0.80,11.00
outskirts,3.00,2.91,0.30,3.00,2.00,3.00,11.00,2.87,0.17,,-0.13,0.13,0.89,0.13,0.00,3.00,0.24,11.00
overdoses,3.00,2.69,0.48,3.00,2.00,3.00,13.00,2.76,0.06,,-0.24,0.24,0.81,0.24,0.00,3.00,0.06,13.00
overstraining,3.00,3.08,0.28,3.00,3.00,4.00,13.00,3.01,0.31,,0.01,0.01,0.99,0.00,0.01,3.00,0.40,13.00
padlocked,3.00,2.78,0.67,3.00,1.00,3.00,9.00,2.88,0.18,,-0.12,0.12,0.89,0.12,0.00,3.00,0.90,9.00
pancaking,3.00,2.42,1.00,3.00,1.00,4.00,12.00,2.53,-0.18,,-0.47,0.47,0.68,0.47,0.00,3.00,0.76,12.00
payees,3.00,2.36,0.50,2.00,2.00,3.00,11.00,2.46,-0.24,,-0.54,0.54,0.65,0.54,0.00,2.00,0.52,11.00
perishables,3.00,3.18,0.60,3.00,3.00,5.00,11.00,3.06,0.35,,0.06,0.06,0.95,0.00,0.06,3.00,0.27,11.00
